data/134.txt https://www.freitag.de/autoren/christian-fueller/social-bots-im-bundestag 2017-01-28 |['Patrisse Khan-Cullors','Christian Füller','Reinhardt Gutsche','Anelim Aksnesej']| None
data/135.txt https://www.freitag.de/autoren/der-freitag/zum-preis-von-einem-skoda 2017-02-07 |['Patrisse Khan-Cullors']| None
data/136.txt https://www.freitag.de/autoren/jaugstein/linker-schweinejournalismus 2012-07-19 |['Patrisse Khan-Cullors','S. Steinebach','Ehemaliger Nutzer','Helke Ellersiek','Sandor Ragaly','Poor On Ruhr','Maike Hank','Joachim Petrick','Hans Springstein','Jakob Augstein']| None
data/137.txt https://www.freitag.de/autoren/transmediale2013/das-google-klassensystem 2013-02-02 |['Patrisse Khan-Cullors','Back When Pluto Was A Planet','Ehemaliger Nutzer','Tom Bayes']| None
data/138.txt https://www.freitag.de/autoren/lutz-herden/wiener-modell 2014-09-15 |['Patrisse Khan-Cullors','Hans Springstein','Ehemaliger Nutzer','Carl Leckerschmecker','Lutz Herden','Peter Uhlemann','Ringo Wunderlich','Freedom Of Speech']| None
data/139.txt https://www.freitag.de/autoren/felix-werdermann/warum-sexisten-schlechtere-schulnoten-haben 2015-06-30 |['Patrisse Khan-Cullors','Michael Angele','Felix Werdermann','Ehemaliger Nutzer']| None
data/140.txt https://www.freitag.de/autoren/the-guardian/maenner-sind-schweine 2012-08-06 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Georg Von Grote','Sebastian Triesch','Marcus Kutsch','Sisyphos Boucher','Daniel Domeinski','Plissee Riese']| None
data/141.txt https://www.freitag.de/autoren/oi2503/der-tod-bleibt-ein-meister-aus-deutschland 2013-02-13 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Helmut Eckert']| None
data/142.txt https://www.freitag.de/autoren/technikblogger/gute-vorsaetze-fuer-das-neue-jahr 2012-12-28 |['Patrisse Khan-Cullors']| None
data/143.txt https://www.freitag.de/autoren/der-freitag/mal-wieder-ziemlich-unruhig 2013-10-24 |['Patrisse Khan-Cullors']| None
data/144.txt https://www.freitag.de/autoren/marius-hasenheit/gewalt-ist-allgegenwaertig-und-unscheinbar 2017-07-09 |['Patrisse Khan-Cullors']| None
data/145.txt https://www.freitag.de/autoren/josephine-schulz/legida-und-die-luegenpolizei 2015-01-25 |['Patrisse Khan-Cullors','Anatole France','Ehemaliger Nutzer','Jens Kassner','Roland Tluk','H. Noal','Dersu Usala']| None
data/146.txt https://www.freitag.de/autoren/the-guardian/mister-roberts-stutzt-den-prasidenten 2012-06-29 |['Patrisse Khan-Cullors']| None
data/147.txt https://www.freitag.de/autoren/der-freitag/der-linken-fehlt-der-mut-zur-geschichte 2013-06-22 |['Patrisse Khan-Cullors','Ehemaliger Nutzer','Helmut Eckert','Anne Mohnen','Die Realistin','Rene Artois','Ludwig Hasselberg','Jr'S China Blog','Hans Springstein']| None
data/148.txt https://www.freitag.de/autoren/rklein/volkermord-vertreibung-kriegsverbrechen 2012-07-02 |['Patrisse Khan-Cullors','Ehemaliger Nutzer']| None
data/149.txt https://www.freitag.de/autoren/der-freitag/ich-mach-mir-die-welt-wie-sie-mir-gefaellt 2012-10-28 |['Patrisse Khan-Cullors','Helke Ellersiek','Mikael Krogerus']| None
